raceId,round,name,surname,url_y,sprint_points,total_points,season_points
1051,20,Qatar Grand Prix,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,0.0,0.0,92.0
1072,21,Saudi Arabian Grand Prix,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,0.0,8.0,100.0
1073,22,Abu Dhabi Grand Prix,Gasly,http://en.wikipedia.org/wiki/Pierre_Gasly,0.0,10.0,110.0
1052,1,Bahrain Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,0.0
1053,2,Emilia Romagna Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,1.0,1.0
1054,3,Portuguese Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,4.0,5.0
1055,4,Spanish Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,5.0
1056,5,Monaco Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,5.0
1057,6,Azerbaijan Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,8.0,13.0
1059,7,French Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,4.0,17.0
1058,8,Styrian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,2.0,19.0
1060,9,Austrian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,1.0,20.0
1061,10,British Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,6.0,26.0
1062,11,Hungarian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,12.0,38.0
1063,12,Belgian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,38.0
1064,13,Dutch Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,8.0,46.0
1065,14,Italian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,4.0,50.0
1066,15,Russian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,8.0,58.0
1067,16,Turkish Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,58.0
1069,17,United States Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,58.0
1070,18,Mexico City Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,2.0,60.0
1071,19,São Paulo Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,2.0,62.0
1051,20,Qatar Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,15.0,77.0
1072,21,Saudi Arabian Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,0.0,77.0
1073,22,Abu Dhabi Grand Prix,Alonso,http://en.wikipedia.org/wiki/Fernando_Alonso,0.0,4.0,81.0
